サークル名 (Circle),"ふりがな (Circle, phonetically)",URL,ジャンル (Genre),Vocal,主な頒布CD (Album),原曲アレンジの程度 (?),一言
東方ヘタレ音屋の修行スレ合作CD企画,とうほうへたれおとやのしゅぎょうすれがっさくしーでぃーきかく,http://hetaregodo.web.fc2.com/,トランス、テクノ、エレクトロ、ロック、クラシック,,へたれファンタジア,原曲維持～破壊,したらばスレのマルチアレンジ合作。（Black）
東方編曲管弦楽団(TAO),とうほうへんきょくかんげんがくだん,http://tao.bex.jp/,クラシック、オーケストラ,,東方弦舞宵,原曲重視～維持,正統派オーケストラ、ワルツの調べで踊りましょう。（Black）
東方らぢぉ,とうほうらぢぉ,,ポップス、エレクトロ,女,うどんげPoPs～UdongePoPs～,原曲維持,ライトなポップスアレンジ。（Black）
毒苺畑,どくいちごばたけ,http://dokuichigobatake.blog.shinobi.jp/,,,月下舞踏E.P,,
毒吐き嫉妬弾,どくはきしっとだん,http://87.xmbs.jp/thelivingdead/,ロック,,てんじょうに届くゆび Demo,原曲維持,シンプルなアレンジ。わかりやすく、だからこそどこか安心出来る。(九)
兎想幻酒帳,とそうげんしゅちょう,http://tosougensyu.web.fc2.com/,,,For you,,
突撃椅子人間,とつげきにんげんいす,http://totsugekichair.seesaa.net/,,,,,
豊島怪童,とよしまかいどう,http://hunazoko.jugem.jp/,,男,赤に染まる花は音の無い岸に咲く,原曲維持,
鈍行彗星　TERMINAL　STATION,どんこうすいせいたーみなるすてーしょん,http://donkougrandpa.izakamakura.com/,テクノ、エレクトロ、ロック、ポップス、ボーカロイド,,お前も今すぐ紅くなれ／ちぇんちぇん☆ランランルー,原曲維持,ボーカル予定ミックスもあるノンジャンルアレンジ。（Black）
七誌,ななし,http://nanashi0089.web.fc2.com/,ファンク,男,幻想トリップ,原曲維持,男性ボーカルが安定しており非常に聞きやすい。(隆)
七瀬屋,ななせや,http://nanaseya.parasite.jp/,ハードロック,,ケロニャンスカーレット,原曲維持,大胆なドラムが印象的なハードロックインストアレンジ。（Black）
鍋インシュタイン,なべいんしゅたいん,http://nabeinstein.web.fc2.com/,ロック,,Addictive Woodland,原曲維持,エレキギターのリフが印象的なちょい哀愁系ロックアレンジ。（Black）
虹色論理,にじいろろんり,http://niji-rojic.com/,ロック,男,恋と少女と絶対零度,原曲維持,
虹の戦士,にじのせんし,http://homepage3.nifty.com/wata9105/,,,Have a Hope,,
猫型牛肉,ねこがたぎゅうにく,http://nekoniku364.blog42.fc2.com/,ロック、テクノ、エレクトロ,,東方二面四弦,原曲維持,ベースだけのアレンジは面白かった。（Black）
猫侍,ねこさむらい,http://tohonekosamurai.web.fc2.com/,バンドアレンジ,女,flower,原曲維持～破壊,バラード系バンドアレンジに甲高い声が粗削りにも面白い。（Black）
猫乃塚,ねこのつか,http://kamineko.sakura.ne.jp/,トランス、ハードコア,,Eternal Prayer,原曲維持,スタンダードな暗めのトランス、ハードコアインスト。（Black）
猫曼陀羅,ねこまんだら,http://nekomandala.sakura.ne.jp/nekomandala/,ダンス、テクノ、エレクトロ,,私に敗走は無い！ あぁ…,原曲維持,
猫耳サンド,ねこみみさんど,http://anan.g.ribbon.to/,テクノ、トランス、エレクトロ、ハードコア,女,猫耳紅発進,原曲維持～破壊,ダークで疾走感あふれるハードなアレンジあり、軽やかなエレクトロ系あり。（Black）
涅槃で待て！,ねはんでまて,http://www.nehandemate.com/,バンドアレンジ,男,NEHAN GET WET,原曲維持,
燃費⑨デシリットル,ねんぴきゅうでしりっとる,http://milkprin.nukenin.jp/,ロック,男,東方強力過給-トウホウスーパーチャージャー-Demo.ver,原曲維持,軽快なデジロックインストが小気味よい。（Black）
葉ヶ暮ハウス,はがくれはうす,http://blog.livedoor.jp/hagakure_house/,テクノ、エレクトロ、ロック,,Route18,原曲維持,不気味かつ暗めに淡々と進むテクノとロックが印象的。（Black）
白楽亭,はくらくてい,http://hakurakutei.web.fc2.com/,,,無条件相対性理論,,
博麗神社例大祭,はくれいじんじゃれいたいさい,http://www.reitaisai-cd.com/,テクノ、ハードコア、ロック、ジャズ,男女,流麗祭彩,原曲維持,例大祭公式コンピ。（Black）
方舟さくら丸,はこぶねさくらまる,http://ameblo.jp/hakobune-sakuramaru/,,,,,
㈲はしやすめwithオンパシラオールスターズ,はしやすめうぃずおんぱしらおーるすたーず,http://onnpasira.blog67.fc2.com/,ロック,男,はしはじめ,原曲維持,
葉月 ゆら,はつきゆら,http://hatukiyura.sakura.ne.jp/,ポップス、ダンス、エレクトロ,男女,東方来夢来人シリーズ,原曲維持,数多くの東方アレンジボーカル提供を行ってきた女声ボーカルが改めて参入。電波風からポップス、ダンス系まで明るめのアレンジに女声ボーカル。（Black）
羽っ鳥もさく共和国,はっとりもさくきょうわこく,http://wamojsbhhtr.sakura.ne.jp/,テクノ、エレクトロ,,OPUS×EDEN,原曲維持,激しく、穏やかに、多彩な技術。（Black）
発熱巫女～ず,はつねつみこーず,http://hatsunetsumikos.net/,ピアノ、クラシック、ジャズ、テクノ,女,シンクロニシティ,原曲重視～維持,
鳩小屋SPRING,はとごやすぷりんぐ,http://hato-sp.sakura.ne.jp/,トランス、テクノ、エレクトロ,,牡丹一華,原曲維持,ゆったりとしたテクノ・エレクトロ系アレンジ。(イール)
榛ノ木書室,はんのきしょしつ,http://halno.yumenogotoshi.com/,,,榛ノ木書室　第一小歌集 『霊峰の娘たち』 ,,
半零ランスロット,はんれいらんすろっと,http://h-lancelot.sakura.ne.jp/,ロック、ハードロック,,夜明けより速く,原曲維持,エレギのエフェクトが特徴的な重いハードロックアレンジ。かっこいい。（Black）
光収容の倉庫,ひかりしゅうようのそうこ,http://www.hikarisyuyo.net/,ロック,,君が見た地獄,原曲維持,光収容さんのギター演奏は聞き応え十分。(浅葱)
一人華飯スペシャル,ひとりかはんすぺしゃる,http://kakkin.pro.tok2.com/,ロック、ピアノ、テクノ、エレクトロ、ポップス,男女,もうちょっと東,原曲維持,多彩なジャンルをこなすアレンジは面白い。（Black）
暇軍団 ,ひまぐんだん,http://www14.plala.or.jp/dateken/,ジャズ,男,当方暇軍団,原曲重視,
秘密結社七犯同盟,ひみつけっしゃしちはんどうめい,http://com.nicovideo.jp/community/co163732,ロック、トランス、ハウス、エレクトロ、エレクトロニカ,男女,宵闇の歌,原曲維持,マルチジャンルアレンジインスト多めの中男女ボーカルが頑張る。（Black）
鋲の人,びょうのひと,,テクノ、エレクトロ、クラシック,女,蟲姫ジェラート,原曲維持～破壊,多彩なアレンジにアコースティックな装いも。（Black）
平川ｃｏｒｐ．,ひらかわこーぷ,http://www.geocities.jp/hirakawa_corp/top.html,ロック、バンド,男,東方BANDS,原曲重視,
領巾振～ヒレフリ～,ひれふり,http://hirefuri.jakou.com/,,,Fall in October,,
武威・真駆主,ぶいしんく,,,,Ultra Dash ☆,,
布教我音,ふきょうわおん,http://propagatemymusic.blog133.fc2.com/,ロック、ピアノ,,狂想,原曲維持,リズムが微妙にゆったりと不気味風味なロックアレンジ。（Black）
武士的魂,ぶしてきたましい,http://busitama.gouketu.com/,テクノ、エレクトロ,男女,東方萌無双シリーズ,原曲維持,
豚乙女,ぶたおとめ,http://butaotome.web.fc2.com/,ロック、テクノ、ポップス、ピアノ,女,ロングスカートパノラマガール,原曲維持,ロック風速めのアレンジに輪郭のはっきりした女声ボーカル。ピアノオンリーインストアレンジも。（Black）
淵野辺アンドロメダ,ふちのべあんどろめだ,,トランス、テクノ、メタル,,urinalysis,原曲維持,
文鳥Online。,ぶんちょうおんらいん,http://buncholine.web.fc2.com/,テクノ、エレクトロ、ポップス,女,Underground Lovers,原曲維持,安定したアレンジと女声ボーカルは安心して聞ける。（Black）
平行世界,へいこうせかい,http://www.wretch.cc/blog/inoueryo,民族,,東方絲竹夢,原曲維持,台湾のアレンジャーによる中華系民族アレンジ。二胡の響きが印象的。（Black）
平成のダークチョロギ丼,へいせいのだーくちょろぎどん,http://mokkomoko.blog.shinobi.jp/,,,とうほうえきすとらぼすしゅう,,
壁の画,へきが,http://hekiga.blog112.fc2.com/,ピアノ,,眠眠月夜,原曲維持,
紅庵,べにあん,http://benyan.uunyan.com/,メタル,,モノクロームアウト,原曲維持,
放霊船,ほうれいせん,,テクノ、エレクトロ,,Introduction,原曲維持～破壊,変化球満載、ノイズもたまに。大変面白い。（Black）
星空華劇団,ほしぞらかげきだん,http://hosizorakagekidan.web.fc2.com/,,,星空華劇団 sample CD Vol.2 夢★重★力,,
星猫音楽,ほしねこさうんず,http://hoshineko.com/,和楽器、民族,,ごっちゃにっちゃ。,原曲維持,ゆったりと郷愁を誘う和楽器インスト。（Black）
骨神一族＆きのこスープす,ほねかみいちぞくあんどきのこすーぷす,http://com.nicovideo.jp/community/co18385,バンドアレンジ,男女,blooming,原曲維持,いかにもライブ会場にいるかのような気分になれる。(浅葱)
舞風,まいかぜ,http://maikaze.com/,ダンス、ポップス、ロック、エレクトロ,女,記憶　～MAIKAZE music works～,原曲維持,マルチジャンルに大安定ボーカルは定評あり。（Black）
毎日五月病。,まいにちごがつびょう,http://mainichigogatsubyou.blog104.fc2.com/,ヘヴィメタル,,Metamorphose,原曲維持,原曲を残しつつ、やや速度のあるアレンジに仕上げられている。個人的には聞きやすく感じた。(鰻)
舞浜ドロワーズ,まいはまどろわーず,http://www.geocities.jp/sixthgauge/,FFアレンジ,,東方舞闘劇,原曲維持,FF戦闘曲風アレンジ。（Black）
鱒処 ,ますどころ,http://masdokoro.s234.xrea.com/,テクノ、エレクトロ、ジャズ,,あかねさす紫の桜,原曲維持,
街角麻婆豆,まちかどまーぼーず,http://mapoze.com/,リコーダー,,東方縦笛総集編 -第壱樂章-,原曲維持,リコーダーやヨーロッパの古楽器で活動しています。合同の主催やイベント企画など、音楽以外でも精力的に活動中。（中雑魚酒菜）
豆屋,まめや,http://mameya.ktkr.net/,,,東方イーハトーヴォ,,
迷える俺ら,まよえるおれら,,テクノ、エレクトロ,,東方打鍵奏,原曲維持,
魅幽鬼姫-MEWKICKY-(裏庭番衆),みうきっきー,http://mewkicky.blog.fc2.com/,ロック、テクノ、ボーカロイド,,V-GAMERZ -ぶいげ～ま～ず-,原曲維持,
身内大集合,みうちだいしゅうごう,http://miuchidaishuugo.com/,ロック、エレクトロ,,東方組曲妖々夢,原曲維持,重いエレキギターの刻みやクラシック風エレクトロインスト。（Black）
未完童話,みかんどうわ,http://sadinfish.com/fairytale/,テクノ、エレクトロ、オーケストラ,,東方ポケット戦争 SOUND TRACK,原曲維持,Golden City Factioryのkiyoma氏によるゲームサントラ。（Black）
音獅子～Music Lion～,みゅーじっくらいおん,http://ryolion.net/,アコースティック、ロック,,東風 吹かば,原曲重視,
無影ｘ少女,むえいしょうじょ,http://mueixsyoujo.web.fc2.com/,テクノ、エレクトロ,,深煉無罫,原曲維持,不気味な雰囲気を活かしたエレクトロ風味。（Black）
夢幻燈,むげんとう,http://mugentou.web.fc2.com/,メタル,男,Awake Bluster,原曲破壊,重々しいギターが印象的。（Black）
武蔵野電機製作所,むさしのでんきせいさくじょ,http://www7b.biglobe.ne.jp/~musashino_electric_works/,チップチューン,,礦石音幻紀行,原曲重視,
蟲とLumpyとミュ－ジックコンクリ－ト ,むしとらんぴーとみゅ－じっくこんくり－と ,,ブレイクビーツ、ミュージックコンクレート,,蟲と東方と毒殺ミルク,原曲破壊,ブレイクビーツとノイズではじけ飛ぶ。どこにもないアレンジ。（Black）
